Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:WLD,"Wellard Limited (ASX:WLD)",https://www.listcorp.com/asx/wld/wellard-limited,"	43562500",0.08,-0.00,-2.44,"Consumer Staples"
ASX:AHF,"Australian Dairy Nutritionals Group (ASX:AHF)",https://www.listcorp.com/asx/ahf/australian-dairy-nutritionals-group,"	43397000",0.084,0.00,2.44,"Consumer Staples"
ASX:DNA,"Donaco International (ASX:DNA)",https://www.listcorp.com/asx/dna/donaco-international,"	43238600",0.035,0.00,0,"Consumer Discretionary"
ASX:SRK,"Strike Resources Limited (ASX:SRK)",https://www.listcorp.com/asx/srk/strike-resources,"	43200000",0.165,0.01,3.13,Materials
ASX:PAB,"Patrys Limited (ASX:PAB)",https://www.listcorp.com/asx/pab/patrys,"	43197000",0.021,0.00,0,"Health Care"
ASX:WAK,"WA Kaolin Limited (ASX:WAK)",https://www.listcorp.com/asx/wak/wa-kaolin-limited,"	43166900",0.205,0.00,0,Materials
ASX:MVS,"Vaneck Vectors Small Companies Masters ETF (ASX:MVS)",https://www.listcorp.com/asx/mvs/vaneck-vectors-small-companies-masters-etf,"	43067600",19.82,0.00,0,Financials
ASX:RVS,"Revasum Inc. (ASX:RVS)",https://www.listcorp.com/asx/rvs/revasum-inc,"	42896200",0.41,0.00,1.23,"Information Technology"
ASX:KNI,"Kuniko Limited (ASX:KNI)",https://www.listcorp.com/asx/kni/kuniko-limited,"	42754300",0.86,0.00,0.58,Materials
ASX:MPX,"Mustera Property Group Limited (ASX:MPX)",https://www.listcorp.com/asx/mpx/mustera-property-group-limited,"	42549400",0.295,0.00,0,"Real Estate"
ASX:AVA,"Ava Risk Group Limited (ASX:AVA)",https://www.listcorp.com/asx/ava/ava-risk-group-limited,"	42518600",0.175,0.00,0,"Information Technology"
ASX:BWF,"Blackwall Limited (ASX:BWF)",https://www.listcorp.com/asx/bwf/blackwall-limited,"	42503900",0.62,-0.01,-1.59,Financials
ASX:NAC,"NAOS Absolute Opportunities Company (ASX:NAC)",https://www.listcorp.com/asx/nac/naos-absolute-opportunities-company,"	42357100",0.935,0.00,0,Financials
ASX:XTE,"XTEK Limited (ASX:XTE)",https://www.listcorp.com/asx/xte/xtek,"	42260500",0.41,-0.01,-2.38,Industrials
ASX:AME,"Alto Metals Limited (ASX:AME)",https://www.listcorp.com/asx/ame/alto-metals-limited,"	42243000",0.08,0.00,0,Materials
ASX:REE,"RareX Limited (ASX:REE)",https://www.listcorp.com/asx/ree/rarex-limited,"	42202800",0.078,0.00,4,Materials
ASX:CIW,"Clime Investment Management (ASX:CIW)",https://www.listcorp.com/asx/ciw/clime-investment-management,"	41926700",0.58,0.00,0,Financials
ASX:IBG,"Ironbark Zinc Limited (ASX:IBG)",https://www.listcorp.com/asx/ibg/ironbark-zinc,"	41827300",0.031,-0.00,-3.13,Materials
ASX:EV1,"Evolution Energy Minerals Limited (ASX:EV1)",https://www.listcorp.com/asx/ev1/evolution-energy-minerals-limited,"	41800000",0.385,0.01,1.32,Materials
ASX:ITM,"iTech Minerals Ltd (ASX:ITM)",https://www.listcorp.com/asx/itm/itech-minerals,"	41783300",0.465,0.01,1.09,Materials
ASX:ENR,"Encounter Resources Limited (ASX:ENR)",https://www.listcorp.com/asx/enr/encounter-resources-limited,"	41238200",0.135,0.01,3.85,Materials
ASX:NTI,"Neurotech International Limited (ASX:NTI)",https://www.listcorp.com/asx/nti/neurotech-international-limited,"	41164200",0.061,0.00,3.39,"Health Care"
ASX:MRD,"Mount Ridley Mines Limited (ASX:MRD)",https://www.listcorp.com/asx/mrd/mount-ridley-mines-limited,"	40999200",0.007,0.00,0,Materials
ASX:AGS,"Alliance Resources (ASX:AGS)",https://www.listcorp.com/asx/ags/alliance-resources,"	40953400",0.175,0.00,0,Materials
ASX:ATH,"Alterity Therapeutics Limited (ASX:ATH)",https://www.listcorp.com/asx/ath/alterity-therapeutics-limited,"	40916900",0.018,0.00,5.88,"Health Care"
ASX:RMI,"Resource Mining Corporation (ASX:RMI)",https://www.listcorp.com/asx/rmi/resource-mining-corporation,"	40567300",0.1175,0.02,17.5,Materials
ASX:FEG,"Far East Gold Ltd (ASX:FEG)",https://www.listcorp.com/asx/feg/far-east-gold-ltd,"	40272300",0.33,0.00,0,Materials
ASX:DKM,"Duketon Mining Limited (ASX:DKM)",https://www.listcorp.com/asx/dkm/duketon-mining-limited,"	40271700",0.33,0.00,0,Materials
ASX:GWR,"GWR Group Limited (ASX:GWR)",https://www.listcorp.com/asx/gwr/gwr-group,"	40152100",0.115,-0.01,-8,Materials
ASX:PAM,"Pan Asia Metals Limited (ASX:PAM)",https://www.listcorp.com/asx/pam/pan-asia-metals-limited,"	40144000",0.545,0.00,0,Materials
ASX:IMR,"Imricor Medical Systems, Inc. (ASX:IMR)",https://www.listcorp.com/asx/imr/imricor-medical-systems-inc,"	40122300",0.305,0.03,8.93,"Health Care"
ASX:DEM,"De.mem Limited (ASX:DEM)",https://www.listcorp.com/asx/dem/de.mem-limited,"	40121000",0.18,0.00,0,Utilities
ASX:AV1,"Adveritas Limited (ASX:AV1)",https://www.listcorp.com/asx/av1/adveritas-limited,"	40059800",0.083,-0.01,-7.78,"Information Technology"
ASX:SEN,"Senetas Corp (ASX:SEN)",https://www.listcorp.com/asx/sen/senetas,"	40055300",0.032,-0.00,-3.03,"Information Technology"
ASX:SUV,"Suvo Strategic Minerals Limited (ASX:SUV)",https://www.listcorp.com/asx/suv/suvo-strategic-minerals-limited,"	39901500",0.068,0.00,0,Materials
ASX:BDT,"BirdDog Technology Limited (ASX:BDT)",https://www.listcorp.com/asx/bdt/birddog-technology-limited,"	39900000",0.2,0.00,2.56,"Information Technology"
ASX:INV,"InvestSMART Group Limited (ASX:INV)",https://www.listcorp.com/asx/inv/investsmart-group-limited,"	39685500",0.285,0.00,0,Financials
ASX:QXR,"QX Resources Limited (ASX:QXR)",https://www.listcorp.com/asx/qxr/qx-resources-limited,"	39530700",0.046,0.00,0,Materials
ASX:ECT,"Environmental Clean Technologies (ASX:ECT)",https://www.listcorp.com/asx/ect/environmental-clean-technologies,"	39473800",0.022,-0.00,-4.35,Industrials
ASX:IXC,"Invex Therapeutics Limited (ASX:IXC)",https://www.listcorp.com/asx/ixc/invex-therapeutics-limited,"	39455800",0.51,-0.02,-2.86,"Health Care"
ASX:LCL,"Los Cerros Limited (ASX:LCL)",https://www.listcorp.com/asx/lcl/los-cerros-limited,"	39038900",0.059,-0.00,-1.67,Materials
ASX:92E,"92 Energy Limited (ASX:92E)",https://www.listcorp.com/asx/92e/92-energy,"	38898700",0.58,0.03,5.45,Energy
ASX:LDX,"Lumos Diagnostics Holdings Limited (ASX:LDX)",https://www.listcorp.com/asx/ldx/lumos-diagnostics-holdings-limited,"	38448100",0.255,0.00,0,"Health Care"
ASX:HAW,"Hawthorn Resources Limited (ASX:HAW)",https://www.listcorp.com/asx/haw/hawthorn-resources,"	38354300",0.115,0.00,0,Materials
ASX:RHT,"Resonance Health (ASX:RHT)",https://www.listcorp.com/asx/rht/resonance-health,"	38250700",0.083,0.00,0,"Health Care"
ASX:GBE,"Globe Metals & Mining (ASX:GBE)",https://www.listcorp.com/asx/gbe/globe-metals-and-mining,"	38205600",0.082,0.00,0,Materials
ASX:ANX,"Anax Metals Limited (ASX:ANX)",https://www.listcorp.com/asx/anx/anax-metals-limited,"	38040700",0.1,0.00,5.26,Materials
ASX:GBR,"Great Boulder Resources Limited (ASX:GBR)",https://www.listcorp.com/asx/gbr/great-boulder-resources,"	37968500",0.091,0.00,1.11,Materials
ASX:VBS,"Vectus Biosystems Limited (ASX:VBS)",https://www.listcorp.com/asx/vbs/vectus-biosystems-limited,"	37906200",1.155,0.11,10,"Health Care"
ASX:SWF,"SelfWealth Limited (ASX:SWF)",https://www.listcorp.com/asx/swf/selfwealth-limited,"	37853700",0.17,0.01,6.25,Financials
ASX:PFG,"Prime Financial (ASX:PFG)",https://www.listcorp.com/asx/pfg/prime-financial,"	37634300",0.185,0.00,0,Financials
ASX:HRN,"Horizon Gold Limited (ASX:HRN)",https://www.listcorp.com/asx/hrn/horizon-gold-limited,"	37342200",0.35,0.00,0,Materials
ASX:ISU,"iSelect (ASX:ISU)",https://www.listcorp.com/asx/isu/iselect,"	37213400",0.15,-0.01,-3.23,"Consumer Discretionary"
ASX:AZI,"Altamin Limited (ASX:AZI)",https://www.listcorp.com/asx/azi/altamin-limited,"	37213100",0.096,0.00,1.05,Materials
ASX:TCG,"Turaco Gold Limited (ASX:TCG)",https://www.listcorp.com/asx/tcg/turaco-gold-limited,"	37211400",0.087,0.00,0,Materials
ASX:RES,"Resource Generation Limited (ASX:RES)",https://www.listcorp.com/asx/res/resgen,"	37208300",0.064,0.00,0,Energy
ASX:PV1,"Provaris Energy Ltd (ASX:PV1)",https://www.listcorp.com/asx/pv1/provaris-energy-ltd,"	37160700",0.065,-0.00,-4.41,Energy
ASX:HHR,"Hartshead Resources NL (ASX:HHR)",https://www.listcorp.com/asx/hhr/hartshead-resources-nl,"	37095400",0.02,0.00,0,Energy
ASX:ICG,"Inca Minerals (ASX:ICG)",https://www.listcorp.com/asx/icg/inca-minerals,"	37080100",0.077,0.00,0,Materials
ASX:IMPQ,"Einvest Future Impact Small Caps Fund (ASX:IMPQ)",https://www.listcorp.com/asx/impq/einvest-future-impact-small-caps-fund,"	37009800",5.17,0.05,0.98,Financials
ASX:BLG,"BluGlass Limited (ASX:BLG)",https://www.listcorp.com/asx/blg/bluglass,"	36993800",0.03,0.00,3.45,"Information Technology"
ASX:MZZ,"Matador Mining Limited (ASX:MZZ)",https://www.listcorp.com/asx/mzz/matador-mining-limited,"	36978300",0.165,-0.00,-2.94,Materials
ASX:FHS,"Freehill Mining Limited (ASX:FHS)",https://www.listcorp.com/asx/fhs/freehill-mining-limited,"	36936000",0.021,0.00,0,Materials
ASX:AR9,"archTIS Limited (ASX:AR9)",https://www.listcorp.com/asx/ar9/archtis-limited,"	36932400",0.155,0.01,10.71,"Information Technology"
ASX:SIO,"Simonds Group Limited (ASX:SIO)",https://www.listcorp.com/asx/sio/simonds-group-limited,"	36808600",0.25,0.00,0,"Consumer Discretionary"
ASX:KAT,"Katana Capital (ASX:KAT)",https://www.listcorp.com/asx/kat/katana-capital,"	36789200",1.08,0.00,0,Financials
ASX:AGD,"Austral Gold (ASX:AGD)",https://www.listcorp.com/asx/agd/austral-gold,"	36738700",0.06,0.00,0,Materials
ASX:SXG,"Southern Cross Gold Ltd (ASX:SXG)",https://www.listcorp.com/asx/sxg/southern-cross-gold-ltd,"	36735000",0.72,0.13,22.03,Unclassified
ASX:XAM,"Xanadu Mines (ASX:XAM)",https://www.listcorp.com/asx/xam/xanadu-mines,"	36718800",0.028,0.00,7.69,Materials
ASX:CDO,"Cadence Opportunities Fund Limited (ASX:CDO)",https://www.listcorp.com/asx/cdo/cadence-opportunities-fund-limited,"	36713800",2.41,0.00,0,Financials
ASX:EME,"Energy Metals Limited (ASX:EME)",https://www.listcorp.com/asx/eme/energy-metals-limited,"	36694600",0.175,0.00,0,Energy
ASX:AKG,"Academies Australasia (ASX:AKG)",https://www.listcorp.com/asx/akg/academies-australasia,"	36370100",0.28,-0.00,-1.75,"Consumer Discretionary"
ASX:AGH,"Althea Group Holdings (ASX:AGH)",https://www.listcorp.com/asx/agh/althea-group-holdings,"	36340600",0.115,0.00,0,"Health Care"
ASX:ABX,"ABx Group Limited (ASX:ABX)",https://www.listcorp.com/asx/abx/abx-group-limited,"	36333500",0.16,-0.00,-1.54,Materials
ASX:UBN,"Urbanise.com Limited (ASX:UBN)",https://www.listcorp.com/asx/ubn/urbanise.com-limited,"	36169000",0.64,0.00,0,"Information Technology"
ASX:IDT,"IDT Australia Limited (ASX:IDT)",https://www.listcorp.com/asx/idt/idt-australia,"	36153300",0.15,0.00,0,"Health Care"
ASX:EVR,"EV Resources Limited (ASX:EVR)",https://www.listcorp.com/asx/evr/ev-resources-limited,"	36113400",0.039,0.00,0,Materials
ASX:DVR,"Diverger Limited (ASX:DVR)",https://www.listcorp.com/asx/dvr/diverger-limited,"	36108300",0.96,0.00,0,Financials
ASX:KRR,"King River Resources Limited (ASX:KRR)",https://www.listcorp.com/asx/krr/king-river-resources-limited,"	35731100",0.024,0.00,4.35,Materials
ASX:AFA,"ASF Group (ASX:AFA)",https://www.listcorp.com/asx/afa/asf-group,"	35670900",0.045,0.00,0,Financials
ASX:DCC,"DigitalX Limited (ASX:DCC)",https://www.listcorp.com/asx/dcc/digitalx-limited,"	35637300",0.049,0.00,2.08,"Information Technology"
ASX:OPY,"Openpay Group Ltd (ASX:OPY)",https://www.listcorp.com/asx/opy/openpay-group-ltd,"	35612900",0.225,0.00,0,Financials
ASX:GLV,"Global Vanadium Limited (ASX:GLV)",https://www.listcorp.com/asx/glv/global-vanadium-limited,"	35593700",0.021,0.00,10.53,Energy
ASX:FRE,"Firebrick Pharma Limited (ASX:FRE)",https://www.listcorp.com/asx/fre/firebrick-pharma-limited,"	35547400",0.335,0.00,0,"Health Care"
ASX:JGH,"Jade Gas Holdings Limited (ASX:JGH)",https://www.listcorp.com/asx/jgh/jade-gas-holdings-limited,"	35435700",0.0625,0.01,15.74,Energy
ASX:KNM,"Kneomedia Limited (ASX:KNM)",https://www.listcorp.com/asx/knm/kneomedia-limited,"	34992800",0.026,0.00,0,"Communication Services"
ASX:ANL,"Amani Gold Limited (ASX:ANL)",https://www.listcorp.com/asx/anl/amani-gold-limited,"	34940200",0.0015,0.00,0,Materials
ASX:GC1,"Glennon Small Companies Limited (ASX:GC1)",https://www.listcorp.com/asx/gc1/glennon-small-companies-limited,"	34888800",0.68,0.00,0,Financials
ASX:AXP,"AXP Energy Limited (ASX:AXP)",https://www.listcorp.com/asx/axp/axp-energy-limited,"	34873100",0.006,0.00,0,Energy
ASX:TI1,"Tombador Iron Limited (ASX:TI1)",https://www.listcorp.com/asx/ti1/tombador-iron-limited,"	34656500",0.032,0.00,3.23,Materials
ASX:K2F,"K2fly Limited (ASX:K2F)",https://www.listcorp.com/asx/k2f/k2fly-limited,"	34637900",0.2,0.00,0,"Information Technology"
ASX:PGO,"Pacgold Limited (ASX:PGO)",https://www.listcorp.com/asx/pgo/pacgold-limited,"	34625900",0.63,0.00,0,Materials
ASX:GW1,"Greenwing Resources Ltd (ASX:GW1)",https://www.listcorp.com/asx/gw1/greenwing-resources-ltd,"	34509300",0.29,0.01,3.57,Materials
ASX:AON,"Apollo Minerals (ASX:AON)",https://www.listcorp.com/asx/aon/apollo-minerals,"	34399600",0.076,0.00,5.56,Materials
ASX:SOV,"Sovereign Cloud Holdings Limited (ASX:SOV)",https://www.listcorp.com/asx/sov/sovereign-cloud-holdings,"	34335700",0.27,-0.01,-3.57,"Information Technology"
ASX:CCG,"Comms Group Limited (ASX:CCG)",https://www.listcorp.com/asx/ccg/comms-group-limited,"	34325500",0.095,0.00,0,"Communication Services"
ASX:JAT,"Jatcorp Limited (ASX:JAT)",https://www.listcorp.com/asx/jat/jatcorp-limited,"	34257600",0.017,0.00,6.25,"Consumer Discretionary"
ASX:PVE,"Po Valley Energy Limited (ASX:PVE)",https://www.listcorp.com/asx/pve/po-valley-energy,"	34212600",0.037,0.01,15.63,Energy
ASX:CDT,"Castle Minerals Limited (ASX:CDT)",https://www.listcorp.com/asx/cdt/castle-minerals,"	33982800",0.035,0.00,2.94,Materials
ASX:AML,"Aeon Metals (ASX:AML)",https://www.listcorp.com/asx/aml/aeon-metals,"	33698500",0.033,-0.00,-2.94,Materials
ASX:CHM,"Chimeric Therapeutics Limited (ASX:CHM)",https://www.listcorp.com/asx/chm/chimeric-therapeutics-limited,"	33550200",0.11,0.00,0,"Health Care"
ASX:VRS,"Veris Limited (ASX:VRS)",https://www.listcorp.com/asx/vrs/veris-limited,"	33520000",0.064,0.00,0,Industrials
ASX:HPC,"The Hydration Pharmaceuticals Company Limited (ASX:HPC)",https://www.listcorp.com/asx/hpc/the-hyrdation-pharmaceuticals-company-limited,"	33442400",0.235,0.00,0,"Consumer Staples"
ASX:KPO,"Kalina Power Limited (ASX:KPO)",https://www.listcorp.com/asx/kpo/kalinapower-limited,"	33333400",0.023,0.00,4.55,Utilities
ASX:ADS,"Adslot Limited (ASX:ADS)",https://www.listcorp.com/asx/ads/adslot,"	33067200",0.014,-0.00,-6.67,"Information Technology"
ASX:NSB,"Neuroscientific Biopharmaceuticals Ltd (ASX:NSB)",https://www.listcorp.com/asx/nsb/neuroscientific-biopharmaceuticals-ltd,"	32998500",0.235,0.00,2.17,"Health Care"
ASX:OEX,"Oilex Ltd (ASX:OEX)",https://www.listcorp.com/asx/oex/oilex,"	32971800",0.004,0.00,0,Energy
ASX:CST,"Castile Resources Limited (ASX:CST)",https://www.listcorp.com/asx/cst/castile-resources-limited,"	32952200",0.17,0.00,3.03,Materials
ASX:QHL,"Quickstep Holdings (ASX:QHL)",https://www.listcorp.com/asx/qhl/quickstep,"	32948900",0.465,0.01,1.09,Industrials
ASX:PHO,"PhosCo Ltd (ASX:PHO)",https://www.listcorp.com/asx/pho/phosco-ltd,"	32888000",0.135,0.00,0,Materials
ASX:SCN,"Scorpion Minerals Limited (ASX:SCN)",https://www.listcorp.com/asx/scn/scorpion-minerals-limited,"	32851300",0.1,0.00,1.01,Materials
ASX:SRJ,"SRJ Technologies Group plc (ASX:SRJ)",https://www.listcorp.com/asx/srj/srj-technologies-group-plc,"	32842600",0.43,0.00,0,Energy
ASX:BYI,"Beyond International Limited (ASX:BYI)",https://www.listcorp.com/asx/byi/beyond-international-limited,"	32815300",0.535,0.00,0,"Communication Services"
ASX:KWR,"Kingwest Resources Limited (ASX:KWR)",https://www.listcorp.com/asx/kwr/kingwest-resources-limited,"	32801400",0.125,-0.01,-7.41,Materials
ASX:SMG,"Soon Mining Limited (ASX:SMG)",https://www.listcorp.com/asx/smg/soon-mining-limited,"	32771000",0.2,0.00,0,Materials
ASX:TON,"Triton Minerals (ASX:TON)",https://www.listcorp.com/asx/ton/triton-minerals,"	32728400",0.026,0.00,0,Materials
ASX:MLS,"Metals Australia Limited (ASX:MLS)",https://www.listcorp.com/asx/mls/metals-australia-limited,"	32625200",0.078,0.00,4,Materials
ASX:CAD,"Caeneus Minerals (ASX:CAD)",https://www.listcorp.com/asx/cad/caeneus-minerals,"	32624200",0.007,0.00,0,Materials
ASX:MYG,"Mayfield Group Holdings Limited (ASX:MYG)",https://www.listcorp.com/asx/myg/mayfield-group-holdings-limited,"	32610900",0.36,0.00,0,Industrials
ASX:IOU,"IOUpay Limited (ASX:IOU)",https://www.listcorp.com/asx/iou/ioupay-limited,"	32533300",0.06,0.00,1.69,"Communication Services"
ASX:YBR,"Yellow Brick Road (ASX:YBR)",https://www.listcorp.com/asx/ybr/yellow-brick-road,"	32456300",0.1,0.00,0,Financials
ASX:SPX,"Spenda Limited (ASX:SPX)",https://www.listcorp.com/asx/spx/spenda-limited,"	32281200",0.01,-0.00,-9.09,"Information Technology"
ASX:BNZ,"Benz Mining Corp (ASX:BNZ)",https://www.listcorp.com/asx/bnz/benz-mining-corp,"	32157400",0.62,0.00,0,Materials
ASX:SKY,"Sky Metals Limited (ASX:SKY)",https://www.listcorp.com/asx/sky/sky-metals-limited,"	32026600",0.085,0.00,0,Materials
ASX:AS1,"Angel Seafood Holdings (ASX:AS1)",https://www.listcorp.com/asx/as1/angel-seafood-holdings,"	31911000",0.1975,0.00,0,"Consumer Staples"
ASX:ST1,"Spirit Technology Solutions Ltd (ASX:ST1)",https://www.listcorp.com/asx/st1/spirit-technology-solutions,"	31906700",0.048,0.00,0,"Communication Services"
ASX:8IH,"8I Holdings Limited (ASX:8IH)",https://www.listcorp.com/asx/8ih/8i-holdings-limited,"	31893700",0.089,0.00,0,Financials
ASX:CMP,"Compumedics Limited (ASX:CMP)",https://www.listcorp.com/asx/cmp/compumedics,"	31889300",0.18,0.00,0,"Health Care"
ASX:E2M,"E2 Metals Limited (ASX:E2M)",https://www.listcorp.com/asx/e2m/e2-metals-limited,"	31861200",0.16,0.00,0,Materials
ASX:ROG,"Red Sky Energy (ASX:ROG)",https://www.listcorp.com/asx/rog/red-sky-energy,"	31813400",0.006,0.00,0,Energy
ASX:JAY,"Jayride Group Limited (ASX:JAY)",https://www.listcorp.com/asx/jay/jayride-group-limited,"	31749200",0.18,0.00,0,Industrials
ASX:MEM,"Memphasys Limited (ASX:MEM)",https://www.listcorp.com/asx/mem/memphasys-limited,"	31687100",0.04,0.00,0,"Health Care"
ASX:TRY,"Troy Resources (ASX:TRY)",https://www.listcorp.com/asx/try/troy-resources,"	31631600",0.037,0.00,0,Materials
ASX:ZNO,"Zoono Group Limited (ASX:ZNO)",https://www.listcorp.com/asx/zno/zoono-group-limited,"	31618200",0.19,0.00,0,Materials
ASX:LNY,"Laneway Resources Limited (ASX:LNY)",https://www.listcorp.com/asx/lny/laneway-resources-limited,"	31510100",0.005,0.00,0,Materials
ASX:AR3,"Australian Rare Earths Limited (ASX:AR3)",https://www.listcorp.com/asx/ar3/australian-rare-earths-limited,"	31458200",0.42,0.01,2.44,Materials
ASX:FLX,"Felix Group Holdings Ltd (ASX:FLX)",https://www.listcorp.com/asx/flx/felix-group-holdings-ltd,"	31386200",0.24,0.00,0,"Information Technology"
ASX:MKG,"Mako Gold Limited (ASX:MKG)",https://www.listcorp.com/asx/mkg/mako-gold-limited,"	31343800",0.085,0.00,3.66,Materials
ASX:CF1,"Complii Fintech Solutions Ltd (ASX:CF1)",https://www.listcorp.com/asx/cf1/complii-fintech-solutions-ltd,"	31333600",0.09,0.00,0,"Information Technology"
ASX:99L,"99 Loyalty Limited (ASX:99L)",https://www.listcorp.com/asx/99l/99-loyalty-limited,"	31311400",0.027,0.00,0,"Information Technology"
ASX:DEL,"Delorean Corporation Limited (ASX:DEL)",https://www.listcorp.com/asx/del/delorean-corporation-limited,"	31279500",0.145,0.00,0,Utilities
ASX:ESR,"Estrella Resources (ASX:ESR)",https://www.listcorp.com/asx/esr/estrella-resources,"	31217700",0.027,0.00,3.85,Materials
ASX:MQR,"Marquee Resources Limited (ASX:MQR)",https://www.listcorp.com/asx/mqr/marquee-resources-limited,"	31194800",0.1125,0.01,12.5,Materials
ASX:CLZ,"Classic Minerals Limited (ASX:CLZ)",https://www.listcorp.com/asx/clz/classic-minerals-limited,"	31024600",0.001,0.00,0,Materials
ASX:TLM,"Talisman Mining (ASX:TLM)",https://www.listcorp.com/asx/tlm/talisman-mining,"	30977000",0.17,0.00,3.03,Materials
ASX:VYS,"Vysarn Limited (ASX:VYS)",https://www.listcorp.com/asx/vys/vysarn-limited,"	30964500",0.079,0.00,0,Materials
ASX:AIQ,"Alternative Investment Trust (ASX:AIQ)",https://www.listcorp.com/asx/aiq/alternative-investment-trust,"	30940200",0.11,0.00,0,Financials
ASX:KMT,"Kopore Metals Limited (ASX:KMT)",https://www.listcorp.com/asx/kmt/kopore-metals-limited,"	30909400",0.038,0.00,2.7,Materials
ASX:TGH,"Terragen Holdings Limited (ASX:TGH)",https://www.listcorp.com/asx/tgh/terragen-holdings-limited,"	30887900",0.16,0.00,0,Materials
ASX:CDX,"CardieX Limited (ASX:CDX)",https://www.listcorp.com/asx/cdx/cardiex-limited,"	30787000",0.395,0.11,41.07,"Health Care"
ASX:AOU,"Auroch Minerals Ltd (ASX:AOU)",https://www.listcorp.com/asx/aou/auroch-minerals-ltd,"	30710700",0.085,0.00,0,Materials
ASX:MGL,"Magontec Limited (ASX:MGL)",https://www.listcorp.com/asx/mgl/magontec,"	30691700",0.4,0.00,0,Materials
ASX:KYK,"Kyckr Limited (ASX:KYK)",https://www.listcorp.com/asx/kyk/kyckr-limited,"	30643200",0.055,-0.00,-3.51,"Information Technology"
ASX:CLE,"Cyclone Metals Limited (ASX:CLE)",https://www.listcorp.com/asx/cle/cyclone-metals-limited,"	30521200",0.005,0.00,0,Materials
ASX:OKR,"Okapi Resources Limited (ASX:OKR)",https://www.listcorp.com/asx/okr/okapi-resources-limited,"	30456200",0.265,0.00,1.92,Materials
ASX:SOP,"Synertec Corporation Limited (ASX:SOP)",https://www.listcorp.com/asx/sop/synertec-corporation-limited,"	30375600",0.085,0.00,0,Industrials
ASX:1AE,"Aurora Energy Metals Limited (ASX:1AE)",https://www.listcorp.com/asx/1ae/aurora-energy-metals-limited,"	30284200",0.265,0.00,1.92,Unclassified
ASX:AFL,"AF Legal Group Ltd (ASX:AFL)",https://www.listcorp.com/asx/afl/af-legal-group,"	30150700",0.4,0.01,1.27,Industrials
ASX:EDE,"Eden Innovations Ltd (ASX:EDE)",https://www.listcorp.com/asx/ede/eden-innovations,"	30109400",0.013,0.00,0,Energy
ASX:FFG,"Fatfish Group Limited (ASX:FFG)",https://www.listcorp.com/asx/ffg/fatfish-group-limited,"	30047800",0.028,-0.00,-3.45,Financials
ASX:WNX,"Wellnex Life Limited (ASX:WNX)",https://www.listcorp.com/asx/wnx/wellnex-life-limited,"	30027300",0.1,0.00,1.01,"Consumer Staples"
ASX:PPY,"Papyrus Australia (ASX:PPY)",https://www.listcorp.com/asx/ppy/papyrus-australia,"	29996400",0.065,-0.00,-0.76,Materials
ASX:VBC,"Verbrec Limited (ASX:VBC)",https://www.listcorp.com/asx/vbc/verbrec-limited,"	29899300",0.135,0.00,0,Industrials
ASX:PVW,"PVW Resources Limited (ASX:PVW)",https://www.listcorp.com/asx/pvw/pvw-resources-limited,"	29767000",0.32,0.00,0,Materials
ASX:CNW,"Cirrus Networks Holdings Limited (ASX:CNW)",https://www.listcorp.com/asx/cnw/cirrus-networks-holdings-limited,"	29760200",0.032,0.00,0,"Information Technology"
ASX:AMO,"Ambertech Limited (ASX:AMO)",https://www.listcorp.com/asx/amo/ambertech,"	29758300",0.325,0.00,1.56,"Information Technology"
ASX:IG6,"International Graphite Limited (ASX:IG6)",https://www.listcorp.com/asx/ig6/international-graphite-limited,"	29743200",0.38,0.02,4.11,Industrials
ASX:HMD,"HeraMED Limited (ASX:HMD)",https://www.listcorp.com/asx/hmd/heramed-limited,"	29664300",0.14,0.00,0,"Health Care"
ASX:MCM,"MC Mining Limited (ASX:MCM)",https://www.listcorp.com/asx/mcm/mc-mining-limited,"	29648200",0.15,0.00,0,Energy
ASX:QSML,"Vaneck Vectors MSCI Inter Small Companies Qual ETF (ASX:QSML)",https://www.listcorp.com/asx/qsml/vaneck-vectors-msci-inter-small-companies-qual-etf,"	29640800",19.76,0.00,0,Financials
ASX:NGY,"NuEnergy Gas (ASX:NGY)",https://www.listcorp.com/asx/ngy/nuenergy-gas,"	29619100",0.02,0.00,0,Energy
ASX:AGR,"Aguia Resources (ASX:AGR)",https://www.listcorp.com/asx/agr/aguia-resources,"	29592400",0.075,0.00,1.35,Materials
ASX:SNG,"Siren Gold Limited (ASX:SNG)",https://www.listcorp.com/asx/sng/siren-gold-limited,"	29554000",0.36,0.01,2.86,Materials
ASX:CTE,"Cryosite Limited (ASX:CTE)",https://www.listcorp.com/asx/cte/cryosite-limited,"	29529800",0.605,0.00,0,"Health Care"
ASX:PNN,"Pepinnini Lithium Limited (ASX:PNN)",https://www.listcorp.com/asx/pnn/pepinnini-lithium-limited,"	29521700",0.49,0.01,2.08,Materials
ASX:LBT,"LBT Innovations Limited (ASX:LBT)",https://www.listcorp.com/asx/lbt/lbt-innovations-limited,"	29430900",0.093,0.00,1.09,"Health Care"
ASX:CCA,"Change Financial Limited (ASX:CCA)",https://www.listcorp.com/asx/cca/change-financial,"	29401100",0.073,0.00,0,"Information Technology"
ASX:ADV,"Ardiden Limited (ASX:ADV)",https://www.listcorp.com/asx/adv/ardiden-limited,"	29351700",0.011,0.00,0,Materials
